timestamp,count_raw,count_thousand
1998-05-31 07:50:00,8043,8.043
1998-05-31 07:55:00,8498,8.498
1998-05-31 08:00:00,7904,7.904
1998-05-31 08:05:00,9180,9.18
1998-05-31 08:10:00,9021,9.021
1998-05-31 08:15:00,9322,9.322
1998-05-31 08:20:00,9736,9.736
1998-05-31 08:25:00,9412,9.412
1998-05-31 08:30:00,8926,8.926
1998-05-31 08:35:00,9002,9.002
1998-05-31 08:40:00,9838,9.838
1998-05-31 08:45:00,9105,9.105
1998-05-31 08:50:00,9322,9.322
1998-05-31 08:55:00,8772,8.772
1998-05-31 09:00:00,9769,9.769
1998-05-31 09:05:00,9665,9.665
1998-05-31 09:10:00,9014,9.014
1998-05-31 09:15:00,9009,9.009
1998-05-31 09:20:00,9573,9.573
1998-05-31 09:25:00,10067,10.067
1998-05-31 09:30:00,10380,10.38
1998-05-31 09:35:00,10428,10.428
1998-05-31 09:40:00,10293,10.293
1998-05-31 09:45:00,10719,10.719
1998-05-31 09:50:00,9882,9.882
1998-05-31 09:55:00,10880,10.88
1998-05-31 10:00:00,10661,10.661
1998-05-31 10:05:00,9211,9.211
1998-05-31 10:10:00,10753,10.753
1998-05-31 10:15:00,10747,10.747
1998-05-31 10:20:00,11478,11.478
1998-05-31 10:25:00,10743,10.743
1998-05-31 10:30:00,10674,10.674
1998-05-31 10:35:00,11169,11.169
1998-05-31 10:40:00,10114,10.114
1998-05-31 10:45:00,10550,10.55
1998-05-31 10:50:00,9021,9.021
1998-05-31 10:55:00,10825,10.825
1998-05-31 11:00:00,10602,10.602
1998-05-31 11:05:00,10231,10.231
1998-05-31 11:10:00,10337,10.337
1998-05-31 11:15:00,11913,11.913
1998-05-31 11:20:00,10835,10.835
1998-05-31 11:25:00,11856,11.856
1998-05-31 11:30:00,11742,11.742
1998-05-31 11:35:00,10660,10.66
1998-05-31 11:40:00,11096,11.096
1998-05-31 11:45:00,11168,11.168
1998-05-31 11:50:00,11561,11.561
1998-05-31 11:55:00,10697,10.697
1998-05-31 12:00:00,11349,11.349
1998-05-31 12:05:00,11232,11.232
1998-05-31 12:10:00,12007,12.007
1998-05-31 12:15:00,12058,12.058
1998-05-31 12:20:00,10908,10.908
1998-05-31 12:25:00,12102,12.102
1998-05-31 12:30:00,12094,12.094
1998-05-31 12:35:00,12949,12.949
1998-05-31 12:40:00,14348,14.348
1998-05-31 12:45:00,14038,14.038
1998-05-31 12:50:00,13054,13.054
1998-05-31 12:55:00,12744,12.744
1998-05-31 13:00:00,12870,12.87
1998-05-31 13:05:00,14508,14.508
1998-05-31 13:10:00,12022,12.022
1998-05-31 13:15:00,13112,13.112
1998-05-31 13:20:00,14248,14.248
1998-05-31 13:25:00,13987,13.987
1998-05-31 13:30:00,13173,13.173
1998-05-31 13:35:00,14092,14.092
1998-05-31 13:40:00,13518,13.518
1998-05-31 13:45:00,12528,12.528
1998-05-31 13:50:00,12658,12.658
1998-05-31 13:55:00,14015,14.015
1998-05-31 14:00:00,14214,14.214
1998-05-31 14:05:00,14274,14.274
1998-05-31 14:10:00,14199,14.199
1998-05-31 14:15:00,12550,12.55
1998-05-31 14:20:00,13965,13.965
1998-05-31 14:25:00,13623,13.623
1998-05-31 14:30:00,15413,15.413
1998-05-31 14:35:00,14480,14.48
1998-05-31 14:40:00,13531,13.531
1998-05-31 14:45:00,15642,15.642
1998-05-31 14:50:00,11942,11.942
1998-05-31 14:55:00,13531,13.531
1998-05-31 15:00:00,15417,15.417
1998-05-31 15:05:00,15644,15.644
1998-05-31 15:10:00,16369,16.369
1998-05-31 15:15:00,15133,15.133
1998-05-31 15:20:00,15811,15.811
1998-05-31 15:25:00,15017,15.017
1998-05-31 15:30:00,16323,16.323
1998-05-31 15:35:00,16993,16.993
1998-05-31 15:40:00,15696,15.696
1998-05-31 15:45:00,15351,15.351
1998-05-31 15:50:00,15027,15.027
1998-05-31 15:55:00,15937,15.937
1998-05-31 16:00:00,16201,16.201
1998-05-31 16:05:00,15923,15.923
1998-05-31 16:10:00,15770,15.77
1998-05-31 16:15:00,15691,15.691
1998-05-31 16:20:00,15807,15.807
1998-05-31 16:25:00,14456,14.456
1998-05-31 16:30:00,16124,16.124
1998-05-31 16:35:00,16332,16.332
1998-05-31 16:40:00,15391,15.391
1998-05-31 16:45:00,17440,17.44
1998-05-31 16:50:00,14457,14.457
1998-05-31 16:55:00,14190,14.19
1998-05-31 17:00:00,13568,13.568
1998-05-31 17:05:00,13321,13.321
1998-05-31 17:10:00,13411,13.411
1998-05-31 17:15:00,14042,14.042
1998-05-31 17:20:00,15338,15.338
1998-05-31 17:25:00,15008,15.008
1998-05-31 17:30:00,15832,15.832
1998-05-31 17:35:00,15129,15.129
1998-05-31 17:40:00,14472,14.472
1998-05-31 17:45:00,14122,14.122
1998-05-31 17:50:00,15255,15.255
1998-05-31 17:55:00,15797,15.797
1998-05-31 18:00:00,14874,14.874
1998-05-31 18:05:00,15211,15.211
1998-05-31 18:10:00,14808,14.808
1998-05-31 18:15:00,15031,15.031
1998-05-31 18:20:00,14692,14.692
1998-05-31 18:25:00,13643,13.643
1998-05-31 18:30:00,15448,15.448
1998-05-31 18:35:00,14604,14.604
1998-05-31 18:40:00,14476,14.476
1998-05-31 18:45:00,16654,16.654
1998-05-31 18:50:00,16071,16.071
1998-05-31 18:55:00,13589,13.589
1998-05-31 19:00:00,14495,14.495
1998-05-31 19:05:00,12727,12.727
1998-05-31 19:10:00,14255,14.255
1998-05-31 19:15:00,15851,15.851
1998-05-31 19:20:00,14728,14.728
1998-05-31 19:25:00,13002,13.002
1998-05-31 19:30:00,14950,14.95
1998-05-31 19:35:00,14669,14.669
1998-05-31 19:40:00,14527,14.527
1998-05-31 19:45:00,14638,14.638
1998-05-31 19:50:00,15646,15.646
1998-05-31 19:55:00,16051,16.051
1998-05-31 20:00:00,15068,15.068
1998-05-31 20:05:00,15124,15.124
1998-05-31 20:10:00,15939,15.939
1998-05-31 20:15:00,15408,15.408
1998-05-31 20:20:00,14886,14.886
1998-05-31 20:25:00,16164,16.164
1998-05-31 20:30:00,15682,15.682
1998-05-31 20:35:00,14425,14.425
1998-05-31 20:40:00,16660,16.66
1998-05-31 20:45:00,16254,16.254
1998-05-31 20:50:00,14353,14.353
1998-05-31 20:55:00,13958,13.958
1998-05-31 21:00:00,15331,15.331
1998-05-31 21:05:00,14412,14.412
1998-05-31 21:10:00,14354,14.354
1998-05-31 21:15:00,14540,14.54
1998-05-31 21:20:00,14486,14.486
1998-05-31 21:25:00,13518,13.518
1998-05-31 21:30:00,13669,13.669
1998-05-31 21:35:00,13079,13.079
1998-05-31 21:40:00,15064,15.064
1998-05-31 21:45:00,13113,13.113
1998-05-31 21:50:00,13545,13.545
1998-05-31 21:55:00,12727,12.727
1998-05-31 22:00:00,11294,11.294
1998-05-31 22:05:00,13307,13.307
1998-05-31 22:10:00,11330,11.33
1998-05-31 22:15:00,13206,13.206
1998-05-31 22:20:00,11055,11.055
1998-05-31 22:25:00,11743,11.743
1998-05-31 22:30:00,11933,11.933
1998-05-31 22:35:00,12581,12.581
1998-05-31 22:40:00,11776,11.776
1998-05-31 22:45:00,12353,12.353
1998-05-31 22:50:00,11737,11.737
1998-05-31 22:55:00,11124,11.124
1998-05-31 23:00:00,11534,11.534
1998-05-31 23:05:00,10398,10.398
1998-05-31 23:10:00,11209,11.209
1998-05-31 23:15:00,12450,12.45
1998-05-31 23:20:00,10133,10.133
1998-05-31 23:25:00,10789,10.789
1998-05-31 23:30:00,10442,10.442
1998-05-31 23:35:00,9529,9.529
1998-05-31 23:40:00,11704,11.704
1998-05-31 23:45:00,10713,10.713
1998-05-31 23:50:00,11157,11.157
1998-05-31 23:55:00,11967,11.967
1998-06-01 00:00:00,11270,11.27
1998-06-01 00:05:00,10228,10.228
1998-06-01 00:10:00,11738,11.738
1998-06-01 00:15:00,11817,11.817
1998-06-01 00:20:00,12526,12.526
1998-06-01 00:25:00,11144,11.144
1998-06-01 00:30:00,10147,10.147
1998-06-01 00:35:00,11557,11.557
1998-06-01 00:40:00,11509,11.509
1998-06-01 00:45:00,13222,13.222
1998-06-01 00:50:00,11789,11.789
1998-06-01 00:55:00,11866,11.866
1998-06-01 01:00:00,11509,11.509
1998-06-01 01:05:00,11464,11.464
1998-06-01 01:10:00,11399,11.399
1998-06-01 01:15:00,11047,11.047
1998-06-01 01:20:00,11826,11.826
1998-06-01 01:25:00,10984,10.984
1998-06-01 01:30:00,11680,11.68
1998-06-01 01:35:00,11190,11.19
1998-06-01 01:40:00,11379,11.379
1998-06-01 01:45:00,13371,13.371
1998-06-01 01:50:00,12051,12.051
1998-06-01 01:55:00,10030,10.03
1998-06-01 02:00:00,9937,9.937
1998-06-01 02:05:00,11199,11.199
1998-06-01 02:10:00,12538,12.538
1998-06-01 02:15:00,12728,12.728
1998-06-01 02:20:00,13278,13.278
1998-06-01 02:25:00,13344,13.344
1998-06-01 02:30:00,13400,13.4
1998-06-01 02:35:00,13714,13.714
1998-06-01 02:40:00,15080,15.08
1998-06-01 02:45:00,14837,14.837
1998-06-01 02:50:00,13204,13.204
1998-06-01 02:55:00,14552,14.552
1998-06-01 03:00:00,12513,12.513
1998-06-01 03:05:00,13465,13.465
1998-06-01 03:10:00,13066,13.066
1998-06-01 03:15:00,12314,12.314
1998-06-01 03:20:00,14759,14.759
1998-06-01 03:25:00,13291,13.291
1998-06-01 03:30:00,12434,12.434
1998-06-01 03:35:00,13783,13.783
1998-06-01 03:40:00,14775,14.775
1998-06-01 03:45:00,12877,12.877
1998-06-01 03:50:00,13711,13.711
1998-06-01 03:55:00,14198,14.198
1998-06-01 04:00:00,13728,13.728
1998-06-01 04:05:00,13992,13.992
1998-06-01 04:10:00,12797,12.797
1998-06-01 04:15:00,11930,11.93
1998-06-01 04:20:00,13262,13.262
1998-06-01 04:25:00,13251,13.251
1998-06-01 04:30:00,12241,12.241
1998-06-01 04:35:00,11084,11.084
1998-06-01 04:40:00,12315,12.315
1998-06-01 04:45:00,14868,14.868
1998-06-01 04:50:00,12994,12.994
1998-06-01 04:55:00,12287,12.287
1998-06-01 05:00:00,11546,11.546
1998-06-01 05:05:00,10426,10.426
1998-06-01 05:10:00,11390,11.39
1998-06-01 05:15:00,11605,11.605
1998-06-01 05:20:00,11545,11.545
1998-06-01 05:25:00,10520,10.52
1998-06-01 05:30:00,11446,11.446
1998-06-01 05:35:00,11102,11.102
1998-06-01 05:40:00,11412,11.412
1998-06-01 05:45:00,11347,11.347
1998-06-01 05:50:00,11656,11.656
1998-06-01 05:55:00,12318,12.318
1998-06-01 06:00:00,12394,12.394
1998-06-01 06:05:00,11619,11.619
1998-06-01 06:10:00,12020,12.02
1998-06-01 06:15:00,12570,12.57
1998-06-01 06:20:00,12797,12.797
1998-06-01 06:25:00,12129,12.129
1998-06-01 06:30:00,11516,11.516
1998-06-01 06:35:00,11560,11.56
1998-06-01 06:40:00,13782,13.782
1998-06-01 06:45:00,13199,13.199
1998-06-01 06:50:00,12746,12.746
1998-06-01 06:55:00,13182,13.182
1998-06-01 07:00:00,13769,13.769
1998-06-01 07:05:00,14827,14.827
1998-06-01 07:10:00,14407,14.407
1998-06-01 07:15:00,13784,13.784
1998-06-01 07:20:00,15662,15.662
1998-06-01 07:25:00,14210,14.21
1998-06-01 07:30:00,14473,14.473
1998-06-01 07:35:00,15311,15.311
1998-06-01 07:40:00,16233,16.233
1998-06-01 07:45:00,15453,15.453
1998-06-01 07:50:00,13989,13.989
1998-06-01 07:55:00,16304,16.304
1998-06-01 08:00:00,17376,17.376
1998-06-01 08:05:00,17659,17.659
1998-06-01 08:10:00,16208,16.208
1998-06-01 08:15:00,15818,15.818
1998-06-01 08:20:00,17238,17.238
1998-06-01 08:25:00,17553,17.553
1998-06-01 08:30:00,18637,18.637
1998-06-01 08:35:00,17465,17.465
1998-06-01 08:40:00,17428,17.428
1998-06-01 08:45:00,18659,18.659
1998-06-01 08:50:00,18792,18.792
1998-06-01 08:55:00,18150,18.15
1998-06-01 09:00:00,17678,17.678
1998-06-01 09:05:00,18363,18.363
1998-06-01 09:10:00,18923,18.923
1998-06-01 09:15:00,18932,18.932
1998-06-01 09:20:00,16895,16.895
1998-06-01 09:25:00,16327,16.327
1998-06-01 09:30:00,18454,18.454
1998-06-01 09:35:00,17249,17.249
1998-06-01 09:40:00,18042,18.042
1998-06-01 09:45:00,16030,16.03
1998-06-01 09:50:00,18252,18.252
1998-06-01 09:55:00,18264,18.264
1998-06-01 10:00:00,19217,19.217
1998-06-01 10:05:00,18904,18.904
1998-06-01 10:10:00,20203,20.203
1998-06-01 10:15:00,17583,17.583
1998-06-01 10:20:00,20961,20.961
1998-06-01 10:25:00,20183,20.183
1998-06-01 10:30:00,18213,18.213
1998-06-01 10:35:00,18501,18.501
1998-06-01 10:40:00,17904,17.904
1998-06-01 10:45:00,16326,16.326
1998-06-01 10:50:00,19079,19.079
1998-06-01 10:55:00,19226,19.226
1998-06-01 11:00:00,19471,19.471
1998-06-01 11:05:00,19129,19.129
1998-06-01 11:10:00,21213,21.213
1998-06-01 11:15:00,21934,21.934
1998-06-01 11:20:00,22302,22.302
1998-06-01 11:25:00,22399,22.399
1998-06-01 11:30:00,21743,21.743
1998-06-01 11:35:00,22148,22.148
1998-06-01 11:40:00,22833,22.833
1998-06-01 11:45:00,21575,21.575
1998-06-01 11:50:00,24540,24.54
1998-06-01 11:55:00,22639,22.639
1998-06-01 12:00:00,22231,22.231
1998-06-01 12:05:00,24837,24.837
1998-06-01 12:10:00,25870,25.87
1998-06-01 12:15:00,24648,24.648
1998-06-01 12:20:00,24558,24.558
1998-06-01 12:25:00,25444,25.444
1998-06-01 12:30:00,25319,25.319
1998-06-01 12:35:00,23841,23.841
1998-06-01 12:40:00,23842,23.842
1998-06-01 12:45:00,23589,23.589
1998-06-01 12:50:00,25959,25.959
1998-06-01 12:55:00,26382,26.382
1998-06-01 13:00:00,27332,27.332
1998-06-01 13:05:00,26437,26.437
1998-06-01 13:10:00,24942,24.942
1998-06-01 13:15:00,23149,23.149
1998-06-01 13:20:00,27708,27.708
1998-06-01 13:25:00,28853,28.853
1998-06-01 13:30:00,27194,27.194
1998-06-01 13:35:00,26876,26.876
1998-06-01 13:40:00,26314,26.314
1998-06-01 13:45:00,25276,25.276
1998-06-01 13:50:00,22680,22.68
1998-06-01 13:55:00,25929,25.929
1998-06-01 14:00:00,26076,26.076
1998-06-01 14:05:00,27521,27.521
1998-06-01 14:10:00,30028,30.028
1998-06-01 14:15:00,28590,28.59
1998-06-01 14:20:00,27756,27.756
1998-06-01 14:25:00,29797,29.797
1998-06-01 14:30:00,29903,29.903
1998-06-01 14:35:00,27584,27.584
1998-06-01 14:40:00,25356,25.356
1998-06-01 14:45:00,26779,26.779
1998-06-01 14:50:00,26886,26.886
1998-06-01 14:55:00,26406,26.406
1998-06-01 15:00:00,25439,25.439
1998-06-01 15:05:00,25532,25.532
1998-06-01 15:10:00,26621,26.621
1998-06-01 15:15:00,27034,27.034
1998-06-01 15:20:00,27691,27.691
1998-06-01 15:25:00,30010,30.01
1998-06-01 15:30:00,29962,29.962
1998-06-01 15:35:00,29650,29.65
1998-06-01 15:40:00,29662,29.662
1998-06-01 15:45:00,29864,29.864
1998-06-01 15:50:00,29750,29.75
1998-06-01 15:55:00,27331,27.331
1998-06-01 16:00:00,27774,27.774
1998-06-01 16:05:00,27827,27.827
1998-06-01 16:10:00,28947,28.947
1998-06-01 16:15:00,28870,28.87
1998-06-01 16:20:00,29723,29.723
1998-06-01 16:25:00,30687,30.687
1998-06-01 16:30:00,30270,30.27
1998-06-01 16:35:00,27608,27.608
1998-06-01 16:40:00,30154,30.154
1998-06-01 16:45:00,30428,30.428
1998-06-01 16:50:00,28737,28.737
1998-06-01 16:55:00,29539,29.539
1998-06-01 17:00:00,28120,28.12
1998-06-01 17:05:00,27827,27.827
1998-06-01 17:10:00,26401,26.401
1998-06-01 17:15:00,27167,27.167
1998-06-01 17:20:00,28437,28.437
1998-06-01 17:25:00,29350,29.35
1998-06-01 17:30:00,27670,27.67
1998-06-01 17:35:00,26484,26.484
1998-06-01 17:40:00,27381,27.381
1998-06-01 17:45:00,28394,28.394
1998-06-01 17:50:00,30117,30.117
1998-06-01 17:55:00,26575,26.575
1998-06-01 18:00:00,30584,30.584
1998-06-01 18:05:00,29029,29.029
1998-06-01 18:10:00,26390,26.39
1998-06-01 18:15:00,28369,28.369
1998-06-01 18:20:00,27584,27.584
1998-06-01 18:25:00,26033,26.033
1998-06-01 18:30:00,28673,28.673
1998-06-01 18:35:00,26658,26.658
1998-06-01 18:40:00,28946,28.946
1998-06-01 18:45:00,28976,28.976
1998-06-01 18:50:00,28042,28.042
1998-06-01 18:55:00,27647,27.647
1998-06-01 19:00:00,26030,26.03
1998-06-01 19:05:00,25424,25.424
1998-06-01 19:10:00,27255,27.255
1998-06-01 19:15:00,26431,26.431
1998-06-01 19:20:00,25492,25.492
1998-06-01 19:25:00,27077,27.077
1998-06-01 19:30:00,25884,25.884
1998-06-01 19:35:00,27805,27.805
1998-06-01 19:40:00,27361,27.361
1998-06-01 19:45:00,25225,25.225
1998-06-01 19:50:00,24462,24.462
1998-06-01 19:55:00,25276,25.276
1998-06-01 20:00:00,23376,23.376
1998-06-01 20:05:00,25480,25.48
1998-06-01 20:10:00,23441,23.441
1998-06-01 20:15:00,26401,26.401
1998-06-01 20:20:00,24247,24.247
1998-06-01 20:25:00,24949,24.949
1998-06-01 20:30:00,26009,26.009
1998-06-01 20:35:00,26999,26.999
1998-06-01 20:40:00,25997,25.997
1998-06-01 20:45:00,24907,24.907
1998-06-01 20:50:00,24834,24.834
1998-06-01 20:55:00,23310,23.31
1998-06-01 21:00:00,22643,22.643
1998-06-01 21:05:00,22950,22.95
1998-06-01 21:10:00,23913,23.913
1998-06-01 21:15:00,26105,26.105
1998-06-01 21:20:00,23585,23.585
1998-06-01 21:25:00,22965,22.965
1998-06-01 21:30:00,21604,21.604
1998-06-01 21:35:00,20884,20.884
1998-06-01 21:40:00,21001,21.001
1998-06-01 21:45:00,21636,21.636
1998-06-01 21:50:00,21548,21.548
1998-06-01 21:55:00,19001,19.001
1998-06-01 22:00:00,17569,17.569
1998-06-01 22:05:00,18378,18.378
1998-06-01 22:10:00,18373,18.373
1998-06-01 22:15:00,20107,20.107
1998-06-01 22:20:00,20398,20.398
1998-06-01 22:25:00,18976,18.976
1998-06-01 22:30:00,19367,19.367
1998-06-01 22:35:00,17662,17.662
1998-06-01 22:40:00,18355,18.355
1998-06-01 22:45:00,18048,18.048
1998-06-01 22:50:00,17714,17.714
1998-06-01 22:55:00,16616,16.616
1998-06-01 23:00:00,18537,18.537
1998-06-01 23:05:00,16511,16.511
1998-06-01 23:10:00,17081,17.081
1998-06-01 23:15:00,16826,16.826
1998-06-01 23:20:00,15208,15.208
1998-06-01 23:25:00,16605,16.605
1998-06-01 23:30:00,15094,15.094
1998-06-01 23:35:00,16144,16.144
1998-06-01 23:40:00,16651,16.651
1998-06-01 23:45:00,17952,17.952
1998-06-01 23:50:00,17320,17.32
1998-06-01 23:55:00,17793,17.793
1998-06-02 00:00:00,15508,15.508
1998-06-02 00:05:00,16528,16.528
1998-06-02 00:10:00,16616,16.616
1998-06-02 00:15:00,18777,18.777
1998-06-02 00:20:00,17043,17.043
1998-06-02 00:25:00,18746,18.746
1998-06-02 00:30:00,18340,18.34
1998-06-02 00:35:00,18379,18.379
1998-06-02 00:40:00,17670,17.67
1998-06-02 00:45:00,17251,17.251
1998-06-02 00:50:00,18246,18.246
1998-06-02 00:55:00,17834,17.834
1998-06-02 01:00:00,17426,17.426
1998-06-02 01:05:00,17056,17.056
1998-06-02 01:10:00,18333,18.333
1998-06-02 01:15:00,17258,17.258
1998-06-02 01:20:00,18074,18.074
1998-06-02 01:25:00,19301,19.301
1998-06-02 01:30:00,17247,17.247
1998-06-02 01:35:00,16670,16.67
1998-06-02 01:40:00,17825,17.825
1998-06-02 01:45:00,17672,17.672
1998-06-02 01:50:00,16626,16.626
1998-06-02 01:55:00,16669,16.669
1998-06-02 02:00:00,16360,16.36
1998-06-02 02:05:00,16523,16.523
1998-06-02 02:10:00,17787,17.787
1998-06-02 02:15:00,17244,17.244
1998-06-02 02:20:00,16489,16.489
1998-06-02 02:25:00,17738,17.738
1998-06-02 02:30:00,17924,17.924
1998-06-02 02:35:00,17592,17.592
1998-06-02 02:40:00,18833,18.833
1998-06-02 02:45:00,20694,20.694
1998-06-02 02:50:00,18562,18.562
1998-06-02 02:55:00,18347,18.347
1998-06-02 03:00:00,15515,15.515
1998-06-02 03:05:00,16464,16.464
1998-06-02 03:10:00,17152,17.152
1998-06-02 03:15:00,16693,16.693
1998-06-02 03:20:00,16887,16.887
1998-06-02 03:25:00,16222,16.222
1998-06-02 03:30:00,15767,15.767
1998-06-02 03:35:00,16605,16.605
1998-06-02 03:40:00,17830,17.83
1998-06-02 03:45:00,17118,17.118
1998-06-02 03:50:00,16332,16.332
1998-06-02 03:55:00,16826,16.826
1998-06-02 04:00:00,15080,15.08
1998-06-02 04:05:00,14667,14.667
1998-06-02 04:10:00,14735,14.735
1998-06-02 04:15:00,15149,15.149
1998-06-02 04:20:00,16087,16.087
1998-06-02 04:25:00,16767,16.767
1998-06-02 04:30:00,16244,16.244
1998-06-02 04:35:00,15225,15.225
1998-06-02 04:40:00,16009,16.009
1998-06-02 04:45:00,16687,16.687
1998-06-02 04:50:00,13692,13.692
1998-06-02 04:55:00,15229,15.229
1998-06-02 05:00:00,15445,15.445
1998-06-02 05:05:00,15539,15.539
1998-06-02 05:10:00,16199,16.199
1998-06-02 05:15:00,15201,15.201
1998-06-02 05:20:00,16142,16.142
1998-06-02 05:25:00,15543,15.543
1998-06-02 05:30:00,14687,14.687
1998-06-02 05:35:00,16034,16.034
1998-06-02 05:40:00,15636,15.636
1998-06-02 05:45:00,16157,16.157
1998-06-02 05:50:00,15268,15.268
1998-06-02 05:55:00,15881,15.881
1998-06-02 06:00:00,15973,15.973
1998-06-02 06:05:00,17271,17.271
1998-06-02 06:10:00,16801,16.801
1998-06-02 06:15:00,17073,17.073
1998-06-02 06:20:00,17103,17.103
1998-06-02 06:25:00,18310,18.31
1998-06-02 06:30:00,18743,18.743
1998-06-02 06:35:00,17703,17.703
1998-06-02 06:40:00,16991,16.991
1998-06-02 06:45:00,18526,18.526
1998-06-02 06:50:00,19672,19.672
1998-06-02 06:55:00,18285,18.285
1998-06-02 07:00:00,18516,18.516
1998-06-02 07:05:00,17889,17.889
1998-06-02 07:10:00,18190,18.19
1998-06-02 07:15:00,18695,18.695
1998-06-02 07:20:00,20583,20.583
1998-06-02 07:25:00,20698,20.698
1998-06-02 07:30:00,18875,18.875
1998-06-02 07:35:00,21670,21.67
1998-06-02 07:40:00,20012,20.012
1998-06-02 07:45:00,20712,20.712
1998-06-02 07:50:00,22269,22.269
1998-06-02 07:55:00,22706,22.706
