time_count,traffic (in bits),traffic (in Byte),traffic (in Kilobyte),traffic (in Megabyte)
2005-06-07 18:00:00,4158312131,519789016.375,507606.461303711,495.709434866905
2005-06-07 18:05:00,3994767281,499345910.125,487642.490356445,476.213369488716
2005-06-07 18:10:00,3981376101,497672012.625,486007.824829102,474.61701643467
2005-06-07 18:15:00,4103194285,512899285.625,500878.208618164,489.138875603676
2005-06-07 18:20:00,4191264851,523908106.375,511629.010131836,499.637705206871
2005-06-07 18:25:00,4107663994,513457999.25,501423.827392578,489.671706438065
2005-06-07 18:30:00,3950115059,493764382.375,482191.779663086,470.890409827232
2005-06-07 18:35:00,3884135336,485516917,474137.614257813,463.025013923645
2005-06-07 18:40:00,4106267810,513283476.25,501253.394775391,489.505268335342
2005-06-07 18:45:00,3873014865,484126858.125,472780.134887695,461.699350476265
2005-06-07 18:50:00,3987571377,498446422.125,486764.084106445,475.355550885201
2005-06-07 18:55:00,3772918776,471614847,460561.374023438,449.766966819763
2005-06-07 19:00:00,3967867664,495983458,484358.845703125,473.006685256958
2005-06-07 19:05:00,3768411435,471051429.375,460011.161499024,449.22964990139
2005-06-07 19:10:00,3524927741,440615967.625,430289.030883789,420.20413172245
2005-06-07 19:15:00,3533644824,441705603,431353.127929688,421.243288993836
2005-06-07 19:20:00,3611084551,451385568.875,440806.219604492,430.474823832512
2005-06-07 19:25:00,3718716907,464839613.375,453944.934936524,443.305600523949
2005-06-07 19:30:00,3622619626,452827453.25,442214.309814453,431.849911928177
2005-06-07 19:35:00,3649115438,456139429.75,445448.661865234,435.008458852768
2005-06-07 19:40:00,3824052475,478006559.375,466803.280639648,455.862578749657
2005-06-07 19:45:00,3802783518,475347939.75,464206.972412109,453.327121496201
2005-06-07 19:50:00,3724816224,465602028,454689.48046875,444.032695770264
2005-06-07 19:55:00,3658838363,457354795.375,446635.542358398,436.167521834374
2005-06-07 20:00:00,3634119585,454264948.125,443618.11340332,433.22081387043
2005-06-07 20:05:00,3625261928,453157741,442536.856445313,432.164898872376
2005-06-07 20:10:00,3670661268,458832658.5,448078.768066406,437.57692193985
2005-06-07 20:15:00,3569002593,446125324.125,435669.26184082,425.458263516426
2005-06-07 20:20:00,3704103060,463012882.5,452161.018066406,441.563494205475
2005-06-07 20:25:00,3600959582,450119947.75,439570.261474609,429.267833471298
2005-06-07 20:30:00,3540508801,442563600.125,432191.01574707,422.061538815498
2005-06-07 20:35:00,3530136362,441267045.25,430924.848876953,420.8250477314
2005-06-07 20:40:00,3586244712,448280589,437774.012695312,427.513684272766
2005-06-07 20:45:00,3580008115,447501014.375,437012.709350586,426.770223975182
2005-06-07 20:50:00,3518283866,439785483.25,429478.010986328,419.412120103836
2005-06-07 20:55:00,3490909198,436363649.75,426136.376708984,416.148805379868
2005-06-07 21:00:00,3273634716,409204339.5,399613.612792969,390.247668743134
2005-06-07 21:05:00,3220012819,402501602.375,393067.971069336,383.855440497398
2005-06-07 21:10:00,3268927551,408615943.875,399039.00769043,389.686530947685
2005-06-07 21:15:00,3165384774,395673096.75,386399.508544922,377.3432700634
2005-06-07 21:20:00,3201339313,400167414.125,390788.490356445,381.629385113716
2005-06-07 21:25:00,3168450654,396056331.75,386773.761474609,377.708751440048
2005-06-07 21:30:00,3036703512,379587939,370691.346679687,362.003268241882
2005-06-07 21:35:00,2999785689,374973211.125,366184.776489258,357.602320790291
2005-06-07 21:40:00,2931969530,366496191.25,357906.436767578,349.518004655838
2005-06-07 21:45:00,3063506195,382938274.375,373963.158569336,365.198397040367
2005-06-07 21:50:00,2874825851,359353231.375,350930.890014648,342.70594727993
2005-06-07 21:55:00,2756967891,344620986.375,336543.932006836,328.656183600426
2005-06-07 22:00:00,2746056942,343257117.75,335212.029052734,327.355497121811
2005-06-07 22:05:00,2710922432,338865304,330923.1484375,323.167137145996
2005-06-07 22:10:00,2687775945,335971993.125,328097.649536133,320.40786087513
2005-06-07 22:15:00,2750878241,343859780.125,335800.56652832,327.930240750313
2005-06-07 22:20:00,2654607198,331825899.75,324048.730224609,316.45383810997
2005-06-07 22:25:00,2649790823,331223852.875,323460.793823242,315.87968146801
2005-06-07 22:30:00,2561522102,320190262.75,312685.803466797,305.357229948044
2005-06-07 22:35:00,2622232533,327779066.625,320096.744750977,312.594477295876
2005-06-07 22:40:00,2569332246,321166530.75,313639.190185547,306.288271665573
2005-06-07 22:45:00,2900771417,362596427.125,354098.073364258,345.798899769783
2005-06-07 22:50:00,2362620888,295327611,288405.870117187,281.646357536316
2005-06-07 22:55:00,2338511945,292313993.125,285462.883911133,278.772347569466
2005-06-07 23:00:00,2346308954,293288619.25,286414.667236328,279.701823472977
2005-06-07 23:05:00,2485275798,310659474.75,303378.393310547,296.267962217331
2005-06-07 23:10:00,2383711038,297963879.75,290980.351318359,284.160499334335
2005-06-07 23:15:00,2352537359,294067169.875,287174.970581055,280.444307208061
2005-06-07 23:20:00,2438498778,304812347.25,297668.307861328,290.691706895828
2005-06-07 23:25:00,2387348189,298418523.625,291424.339477539,284.594081521034
2005-06-07 23:30:00,2136407019,267050877.375,260791.872436523,254.679562926292
2005-06-07 23:35:00,2105109648,263138706,256971.392578125,250.948625564575
2005-06-07 23:40:00,2108515945,263564493.125,257387.200317383,251.354687809944
2005-06-07 23:45:00,2361817024,295227128,288307.7421875,281.55052947998
2005-06-07 23:50:00,2145379850,268172481.25,261887.188720703,255.749207735062
2005-06-07 23:55:00,2216433223,277054152.875,270560.696166992,264.219429850578
2005-06-08 00:00:00,2205983887,275747985.875,269285.142456055,262.973771929741
2005-06-08 00:05:00,2125875017,265734377.125,259506.227661133,253.424050450325
2005-06-08 00:10:00,2386775906,298346988.25,291354.480712891,284.525860071182
2005-06-08 00:15:00,2242831948,280353993.5,273783.196777344,267.366403102875
2005-06-08 00:20:00,2154930604,269366325.5,263053.052246094,256.887746334076
2005-06-08 00:25:00,2106550611,263318826.375,257147.291381836,251.120401740074
2005-06-08 00:30:00,2048932841,256116605.125,250113.872192383,244.251828312874
2005-06-08 00:35:00,2072852739,259106592.375,253033.781616211,247.103302359581
2005-06-08 00:40:00,2146743453,268342931.625,262053.644165039,255.911761879921
2005-06-08 00:45:00,1898012332,237251541.5,231690.958496094,226.260701656342
2005-06-08 00:50:00,1805834137,225729267.125,220438.737426758,215.272204518318
2005-06-08 00:55:00,1846509090,230813636.25,225403.941650391,220.12103676796
2005-06-08 01:00:00,1819926546,227490818.25,222159.002197266,216.952150583267
2005-06-08 01:05:00,1734400487,216800060.875,211718.809448242,206.756649851799
2005-06-08 01:10:00,1785433036,223179129.5,217948.368652344,212.840203762054
2005-06-08 01:15:00,1733610241,216701280.125,211622.34387207,206.662445187569
2005-06-08 01:20:00,1694384060,211798007.5,206833.991699219,201.986320018768
2005-06-08 01:25:00,1701288588,212661073.5,207676.829589844,202.809403896332
2005-06-08 01:30:00,1722159905,215269988.125,210224.59777832,205.297458767891
2005-06-08 01:35:00,1706410228,213301278.5,208302.029785156,203.419950962067
2005-06-08 01:40:00,2015585016,251948127,246043.092773438,240.27645778656
2005-06-08 01:45:00,1795574327,224446790.875,219186.319213867,214.049139857292
2005-06-08 01:50:00,1780259206,222532400.75,217316.797607422,212.223435163498
2005-06-08 01:55:00,1671931744,208991468,204093.23046875,199.309795379639
2005-06-08 02:00:00,1679005182,209875647.75,204956.687255859,200.1530148983
2005-06-08 02:05:00,1668891063,208611382.875,203722.053588867,198.947317957878
2005-06-08 02:10:00,1728025343,216003167.875,210940.59362793,205.996673464775
2005-06-08 02:15:00,1723179180,215397397.5,210349.020996094,205.418965816498
2005-06-08 02:20:00,1637898222,204737277.75,199938.747802734,195.252683401108
2005-06-08 02:25:00,1595363849,199420481.125,194746.563598633,190.18219101429
2005-06-08 02:30:00,1617476695,202184586.875,197445.885620117,192.818247675896
2005-06-08 02:35:00,1629195853,203649481.625,198876.446899414,194.215280175209
2005-06-08 02:40:00,1845312155,230664019.375,225257.831420898,219.978350996971
2005-06-08 02:45:00,1649332044,206166505.5,201334.478027344,196.615701198578
2005-06-08 02:50:00,1547267504,193408438,188875.427734375,184.448659896851
2005-06-08 02:55:00,1499411740,187426467.5,183033.659667969,178.743808269501
2005-06-08 03:00:00,1459317981,182414747.625,178139.401977539,173.964259743691
2005-06-08 03:05:00,1447949146,180993643.25,176751.604736328,172.60898900032
2005-06-08 03:10:00,1599031982,199878997.75,195194.333740234,190.619466543198
2005-06-08 03:15:00,1555389960,194423745,189866.938476563,185.416932106018
2005-06-08 03:20:00,1726665812,215833226.5,210774.635253906,205.834604740143
2005-06-08 03:25:00,1560596693,195074586.625,190502.526000977,186.037623047829
2005-06-08 03:30:00,1487551813,185943976.625,181585.914672852,177.329994797707
2005-06-08 03:35:00,1506835860,188354482.5,183939.924316406,179.628832340241
2005-06-08 03:40:00,1814598605,226824825.625,221508.618774414,216.317010521889
2005-06-08 03:45:00,1675097503,209387187.875,204479.67565918,199.687183260918
2005-06-08 03:50:00,1649725627,206215703.375,201382.522827148,196.662619948387
2005-06-08 03:55:00,1605411867,200676483.375,195973.128295898,191.380008101463
2005-06-08 04:00:00,1631462039,203932754.875,199153.080932617,194.485430598259
2005-06-08 04:05:00,1794111915,224263989.375,219007.802124023,213.874806761742
2005-06-08 04:10:00,2064644330,258080541.25,252031.778564453,246.124783754349
2005-06-08 04:15:00,1805560623,225695077.875,220405.349487305,215.239599108696
2005-06-08 04:20:00,1639043272,204880409,200078.524414062,195.389183998108
2005-06-08 04:25:00,1675169871,209396233.875,204488.509643555,199.695810198784
2005-06-08 04:30:00,1786003377,223250422.125,218017.990356445,212.908193707466
2005-06-08 04:35:00,2313753829,289219228.625,282440.652954102,275.82095015049
2005-06-08 04:40:00,2733271598,341658949.75,333651.318115234,325.831365346909
2005-06-08 04:45:00,1999096513,249887064.125,244030.33605957,238.310875058174
2005-06-08 04:50:00,1911255872,238906984,233307.6015625,227.839454650879
2005-06-08 04:55:00,1850724767,231340595.875,225918.55065918,220.623584628105
2005-06-08 05:00:00,1844343109,230542888.625,225139.539672852,219.862831711769
2005-06-08 05:05:00,1891900880,236487610,230944.931640625,225.532159805298
2005-06-08 05:10:00,2071743151,258967893.875,252898.333862305,246.971029162407
2005-06-08 05:15:00,1917291872,239661484,234044.41796875,228.559001922607
2005-06-08 05:20:00,1920241635,240030204.375,234404.496459961,228.910641074181
2005-06-08 05:25:00,2028928664,253616083,247671.956054687,241.867144584656
2005-06-08 05:30:00,2192637441,274079680.125,267655.93762207,261.382751584053
2005-06-08 05:35:00,2553091807,319136475.875,311656.71472168,304.35226047039
2005-06-08 05:40:00,2554968485,319371060.625,311885.801391602,304.575977921486
2005-06-08 05:45:00,2391627246,298953405.75,291946.685302734,285.104184865952
2005-06-08 05:50:00,2455430601,306928825.125,299735.180786133,292.710137486458
2005-06-08 05:55:00,2468010209,308501276.125,301270.77746582,294.209743618965
2005-06-08 06:00:00,2650808208,331351026,323584.986328125,316.00096321106
2005-06-08 06:05:00,2781247406,347655925.75,339507.739990234,331.550527334213
2005-06-08 06:10:00,2848338243,356042280.375,347697.539428711,339.548378348351
2005-06-08 06:15:00,2931929285,366491160.625,357901.524047852,349.51320707798
2005-06-08 06:20:00,2971844719,371480589.875,362774.013549805,354.271497607231
2005-06-08 06:25:00,3189909175,398738646.875,389393.209838867,380.266806483269
2005-06-08 06:30:00,3452214549,431526818.625,421412.908813477,411.536043763161
2005-06-08 06:35:00,4205761408,525720176,513398.609375,501.365829467773
2005-06-08 06:40:00,4264799773,533099971.625,520605.441040039,508.403751015663
2005-06-08 06:45:00,4151264837,518908104.625,506746.195922852,494.86933195591
2005-06-08 06:50:00,4393686561,549210820.125,536338.69152832,523.768253445625
2005-06-08 06:55:00,4538893522,567361690.25,554064.150634766,541.078272104263
2005-06-08 07:00:00,5190675656,648834457,633627.399414063,618.776757240295
2005-06-08 07:05:00,5126512975,640814121.875,625795.040893555,611.127969622612
2005-06-08 07:10:00,5256135289,657016911.125,641618.077270508,626.58015358448
2005-06-08 07:15:00,5824779869,728097483.625,711032.698852539,694.367869973183
2005-06-08 07:20:00,5994016503,749252062.875,731691.467651367,714.542448878288
2005-06-08 07:25:00,5965360317,745670039.625,728193.398071289,711.126365303993
2005-06-08 07:30:00,5983511218,747938902.25,730409.084228516,713.29012131691
2005-06-08 07:35:00,6134091420,766761427.5,748790.456542969,731.240680217743
2005-06-08 07:40:00,6362714553,795339319.125,776698.553833008,758.494681477547
2005-06-08 07:45:00,6150369804,768796225.5,750777.563964844,733.181214809418
2005-06-08 07:50:00,6082786407,760348300.875,742527.637573242,725.124646067619
2005-06-08 07:55:00,5991742496,748967812,731413.87890625,714.271366119385
2005-06-08 08:00:00,6275467515,784433439.375,766048.280639649,748.094024062157
2005-06-08 08:05:00,6171775001,771471875.125,753390.503051758,735.732913136482
2005-06-08 08:10:00,6526366537,815795817.125,796675.602661133,778.003518223763
2005-06-08 08:15:00,6607149977,825893747.125,806536.862426758,787.633654713631
2005-06-08 08:20:00,6613251438,826656429.75,807281.669677734,788.361005544663
2005-06-08 08:25:00,6569377983,821172247.875,801926.02331543,783.130882143974
2005-06-08 08:30:00,6742079953,842759994.125,823007.806762695,803.718561291695
2005-06-08 08:35:00,6753617676,844202209.5,824416.220214844,805.093965053558
2005-06-08 08:40:00,6857491362,857186420.25,837096.113525391,817.476673364639
2005-06-08 08:45:00,7074260798,884282599.75,863557.226318359,843.317603826523
2005-06-08 08:50:00,7111874181,888984272.625,868148.703735352,847.801468491554
2005-06-08 08:55:00,7243067552,905383444,884163.51953125,863.440937042236
2005-06-08 09:00:00,7318159907,914769988.375,893330.066772461,872.392643332481
2005-06-08 09:05:00,7208833387,901104173.375,879984.544311523,859.359906554222
2005-06-08 09:10:00,7495291518,936911439.75,914952.577880859,893.508376836777
2005-06-08 09:15:00,7547757614,943469701.75,921357.130615234,899.76282286644
2005-06-08 09:20:00,7970479854,996309981.75,972958.966552734,950.155240774155
2005-06-08 09:25:00,7787826609,973478326.125,950662.427856445,928.38127720356
2005-06-08 09:30:00,7685712107,960714013.375,938197.278686523,916.208279967308
2005-06-08 09:35:00,7690375153,961296894.125,938766.498168945,916.764158368111
2005-06-08 09:40:00,8188490789,1023561348.625,999571.629516602,976.144169449806
2005-06-08 09:45:00,7934295948,991786993.5,968541.985839844,945.841783046722
2005-06-08 09:50:00,7870868471,983858558.875,960799.373901367,938.280638575554
2005-06-08 09:55:00,8146204160,1018275520,994409.6875,971.103210449219
2005-06-08 10:00:00,8180532426,1022566553.25,998600.149658203,975.195458650589
2005-06-08 10:05:00,8372604274,1046575534.25,1022046.42016602,998.092207193375
2005-06-08 10:10:00,8466407495,1058300936.875,1033497.00866699,1009.27442252636
2005-06-08 10:15:00,8437633882,1054704235.25,1029984.60473633,1005.84434056282
2005-06-08 10:20:00,8367609771,1045951221.375,1021436.73962402,997.496816039085
2005-06-08 10:25:00,8203291962,1025411495.25,1001378.41333008,977.908606767655
2005-06-08 10:30:00,8024370575,1003046321.875,979537.423706055,956.579515337944
2005-06-08 10:35:00,7777108659,972138582.375,949354.084350586,927.103597998619
2005-06-08 10:40:00,7754400462,969300057.75,946582.087646484,924.39656996727
2005-06-08 10:45:00,7609499824,951187478,928894.021484375,907.123067855835
2005-06-08 10:50:00,7832003980,979000497.5,956055.173339844,933.647630214691
2005-06-08 10:55:00,7855501869,981937733.625,958923.567993164,936.448796868324
2005-06-08 11:00:00,7845745786,980718223.25,957732.639892578,935.285781145096
2005-06-08 11:05:00,7670633728,958829216,936356.65625,914.410797119141
2005-06-08 11:10:00,7556111152,944513894,922376.849609375,900.758642196655
2005-06-08 11:15:00,7418082652,927260331.5,905527.667480469,884.304362773895
2005-06-08 11:20:00,7529169350,941146168.75,919088.055419922,897.546929121017
2005-06-08 11:25:00,7896096694,987012086.75,963878.990966797,941.288077116013
2005-06-08 11:30:00,7493063224,936632903,914680.569335938,893.242743492126
2005-06-08 11:35:00,7449015187,931126898.375,909303.611694336,887.99180829525
2005-06-08 11:40:00,7383112398,922889049.75,901258.837646484,880.135583639145
2005-06-08 11:45:00,7639506802,954938350.25,932556.982666016,910.700178384781
2005-06-08 11:50:00,7449686171,931210771.375,909385.518920898,888.07179582119
2005-06-08 11:55:00,7602704562,950338070.25,928064.521728516,906.313009500504
2005-06-08 12:00:00,7790183518,973772939.75,950950.136474609,928.662242650986
2005-06-08 12:05:00,7684660405,960582550.625,938068.897094727,916.082907319069
2005-06-08 12:10:00,7600043660,950005457.5,927739.704589844,905.995805263519
2005-06-08 12:15:00,7575510870,946938858.75,924744.979248047,903.071268796921
2005-06-08 12:20:00,7500447045,937555880.625,915581.914672852,894.122963547707
2005-06-08 12:25:00,7623791363,952973920.375,930638.594116211,908.826752066612
2005-06-08 12:30:00,7587174475,948396809.375,926168.759155273,904.461678862572
2005-06-08 12:35:00,7207576949,900947118.625,879831.170532227,859.210127472877
2005-06-08 12:40:00,7691529617,961441202.125,938907.423950195,916.901781201363
2005-06-08 12:45:00,7572858911,946607363.875,924421.25378418,902.755130648613
2005-06-08 12:50:00,7817424702,977178087.75,954275.476318359,931.909644842148
2005-06-08 12:55:00,7639932858,954991607.25,932608.991455078,910.75096821785
2005-06-08 13:00:00,7404997195,925624649.375,903930.321655274,882.744454741478
2005-06-08 13:05:00,7579326777,947415847.125,925210.788208008,903.526160359383
2005-06-08 13:10:00,7636943486,954617935.75,932244.077880859,910.394607305527
2005-06-08 13:15:00,7683013173,960376646.625,937867.818969727,915.886541962624
2005-06-08 13:20:00,7662021559,957752694.875,935305.366088867,913.384146571159
2005-06-08 13:25:00,7877819255,984727406.875,961647.858276367,939.109236598015
2005-06-08 13:30:00,7572278263,946534782.875,924350.373901367,902.685912013054
2005-06-08 13:35:00,7747598426,968449803.25,945751.760986328,923.585704088211
